row_id;physical_stack_height_m;stack_exit_velocity_m_s;stack_diameter_m;stack_effluent_temp_deg_c;air_temperature_deg_c;effective_release_height_m;wind_speed_h=10_m_m_s;wind_direction_degrees;wind_from_the;wind_speed_h=h-eff_m_s;stability_class;receptor_height_m;inversion_layer_height;sample_time_min;breathing_rate_m3_sec;distance_coordinates;maximum_dose_distance_km_;maximum_tede_sv;inner_contour_dose_sv;middle_contour_dose_sv;outer_contour_dose_sv;exceeds_inner_dose_out_to_km;exceeds_middle_dose_out_to_km;exceeds_outer_dose_out_to_km;distance_km;tede_sv;respirable_time-integrated_air_concentration_bq-sec_m3;ground_surface_deposition_kbq_m2;ground_shine_dose_rate_sv_hr;arrival_time_hour:min;skin;surface_bone;spleen;breast;uli_wall;thymus;kidneys;pancreas;lung;red_marrow;ovaries;stomach_wall;lli_wall;esophagus;testes;brain;thyroid;liver;adrenals;si_wall;bladder_wall;muscle;uterus;inhalation_plume_passage;submersion_plume_passage;ground_shine
38;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;1.89e+04;7.00e-01;1.00e-01;5.00e-02;1.30e+01;5.70e+01;;1.00e-01;2.10e+03;4.70e+14;1.60e+09;2.10e+00;00:01;8.60e+02;8.00e+03;3.00e+02;3.20e+02;3.10e+02;3.10e+02;3.00e+02;2.90e+02;4.10e+02;3.80e+03;3.00e+02;3.10e+02;3.30e+02;3.00e+02;3.30e+02;1.60e+02;3.90e+04;3.00e+02;3.00e+02;3.00e+02;3.00e+02;3.20e+02;3.00e+02;1.97e+03;8.27e+00;1.74e+02
39;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;1.89e+04;7.00e-01;1.00e-01;5.00e-02;1.30e+01;5.70e+01;;5.00e-01;1.00e+02;2.20e+13;6.70e+07;8.80e-02;00:04;3.70e+01;3.80e+02;1.40e+01;1.40e+01;1.40e+01;1.40e+01;1.30e+01;1.30e+01;1.80e+01;1.80e+02;1.30e+01;1.40e+01;1.50e+01;1.30e+01;1.50e+01;7.00e+00;1.90e+03;1.30e+01;1.40e+01;1.30e+01;1.40e+01;1.40e+01;1.30e+01;9.38e+01;3.94e-01;7.34e+00
40;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;1.89e+04;7.00e-01;1.00e-01;5.00e-02;1.30e+01;5.70e+01;;1.00e+00;2.80e+01;6.20e+12;1.90e+07;2.50e-02;00:09;1.00e+01;1.10e+02;3.80e+00;4.00e+00;3.90e+00;3.90e+00;3.80e+00;3.60e+00;5.20e+00;5.10e+01;3.70e+00;3.80e+00;4.20e+00;3.70e+00;4.10e+00;1.90e+00;5.20e+02;3.80e+00;3.80e+00;3.80e+00;3.80e+00;4.00e+00;3.70e+00;2.63e+01;1.11e-01;2.05e+00
41;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;1.89e+04;7.00e-01;1.00e-01;5.00e-02;1.30e+01;5.70e+01;;2.00e+00;8.70e+00;1.90e+12;5.70e+06;7.50e-03;00:19;3.20e+00;3.30e+01;1.20e+00;1.20e+00;1.20e+00;1.20e+00;1.20e+00;1.10e+00;1.60e+00;1.60e+01;1.10e+00;1.20e+00;1.30e+00;1.10e+00;1.30e+00;5.90e-01;1.60e+02;1.20e+00;1.20e+00;1.10e+00;1.20e+00;1.20e+00;1.10e+00;8.05e+00;3.39e-02;6.26e-01
42;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;1.89e+04;7.00e-01;1.00e-01;5.00e-02;1.30e+01;5.70e+01;;4.00e+00;3.00e+00;6.70e+11;2.00e+06;2.60e-03;00:39;1.10e+00;1.10e+01;4.00e-01;4.20e-01;4.10e-01;4.20e-01;4.00e-01;3.80e-01;5.50e-01;5.40e+00;4.00e-01;4.10e-01;4.50e-01;4.00e-01;4.40e-01;2.10e-01;5.60e+01;4.00e-01;4.00e-01;4.00e-01;4.10e-01;4.30e-01;4.00e-01;2.81e+00;1.18e-02;2.18e-01
43;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;1.89e+04;7.00e-01;1.00e-01;5.00e-02;1.30e+01;5.70e+01;;6.00e+00;1.70e+00;3.80e+11;1.20e+06;1.50e-03;00:58;6.40e-01;6.60e+00;2.30e-01;2.40e-01;2.40e-01;2.40e-01;2.30e-01;2.20e-01;3.20e-01;3.10e+00;2.30e-01;2.40e-01;2.60e-01;2.30e-01;2.50e-01;1.20e-01;3.20e+01;2.30e-01;2.30e-01;2.30e-01;2.30e-01;2.50e-01;2.30e-01;1.62e+00;6.79e-03;1.26e-01
44;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;1.89e+04;7.00e-01;1.00e-01;5.00e-02;1.30e+01;5.70e+01;;8.00e+00;1.20e+00;2.70e+11;8.10e+05;1.10e-03;01:18;4.40e-01;4.60e+00;1.60e-01;1.70e-01;1.70e-01;1.70e-01;1.60e-01;1.50e-01;2.20e-01;2.20e+00;1.60e-01;1.60e-01;1.80e-01;1.60e-01;1.80e-01;8.30e-02;2.20e+01;1.60e-01;1.60e-01;1.60e-01;1.60e-01;1.70e-01;1.60e-01;1.13e+00;4.75e-03;8.79e-02
45;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;1.89e+04;7.00e-01;1.00e-01;5.00e-02;1.30e+01;5.70e+01;;1.00e+01;9.50e-01;2.10e+11;6.20e+05;8.20e-04;01:37;3.40e-01;3.60e+00;1.30e-01;1.30e-01;1.30e-01;1.30e-01;1.30e-01;1.20e-01;1.70e-01;1.70e+00;1.20e-01;1.30e-01;1.40e-01;1.20e-01;1.40e-01;6.40e-02;1.70e+01;1.30e-01;1.30e-01;1.20e-01;1.30e-01;1.30e-01;1.20e-01;8.74e-01;3.67e-03;6.78e-02
46;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.26e+04;7.00e-01;1.00e-01;5.00e-02;1.70e+01;4.40e+01;;3.00e-02;7.80e+03;1.50e+14;6.50e+10;8.60e+01;00:01;3.00e+04;1.40e+04;6.50e+03;7.30e+03;6.40e+03;6.50e+03;6.50e+03;5.90e+03;6.90e+03;8.00e+03;6.70e+03;6.50e+03;6.50e+03;5.80e+03;7.50e+03;6.40e+03;2.00e+04;6.50e+03;6.10e+03;6.20e+03;6.50e+03;7.40e+03;6.20e+03;6.35e+02;2.67e+00;7.12e+03
47;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.26e+04;7.00e-01;1.00e-01;5.00e-02;1.70e+01;4.40e+01;;1.00e-01;5.20e+03;1.10e+15;5.20e+09;6.80e+00;00:01;2.70e+03;1.90e+04;8.50e+02;9.10e+02;8.60e+02;8.80e+02;8.50e+02;8.00e+02;1.10e+03;9.00e+03;8.50e+02;8.60e+02;9.20e+02;8.20e+02;9.40e+02;5.30e+02;9.20e+04;8.50e+02;8.40e+02;8.40e+02;8.60e+02;9.20e+02;8.40e+02;4.58e+03;1.93e+01;5.68e+02
48;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.26e+04;7.00e-01;1.00e-01;5.00e-02;1.70e+01;4.40e+01;;5.00e-01;2.90e+02;6.30e+13;1.90e+08;2.50e-01;00:06;1.10e+02;1.10e+03;3.90e+01;4.10e+01;3.90e+01;4.00e+01;3.80e+01;3.60e+01;5.30e+01;5.10e+02;3.80e+01;3.90e+01;4.30e+01;3.80e+01;4.20e+01;2.00e+01;5.30e+03;3.80e+01;3.90e+01;3.80e+01;3.90e+01;4.10e+01;3.80e+01;2.65e+02;1.11e+00;2.11e+01
49;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.26e+04;7.00e-01;1.00e-01;5.00e-02;1.70e+01;4.40e+01;;1.00e+00;7.60e+01;1.70e+13;5.10e+07;6.70e-02;00:13;2.80e+01;2.90e+02;1.00e+01;1.10e+01;1.00e+01;1.10e+01;1.00e+01;9.60e+00;1.40e+01;1.40e+02;1.00e+01;1.00e+01;1.10e+01;1.00e+01;1.10e+01;5.20e+00;1.40e+03;1.00e+01;1.00e+01;1.00e+01;1.00e+01;1.10e+01;1.00e+01;7.06e+01;2.97e-01;5.53e+00
50;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.26e+04;7.00e-01;1.00e-01;5.00e-02;1.70e+01;4.40e+01;;2.00e+00;2.20e+01;4.80e+12;1.40e+07;1.90e-02;00:26;7.90e+00;8.10e+01;2.90e+00;3.00e+00;2.90e+00;3.00e+00;2.90e+00;2.70e+00;3.90e+00;3.90e+01;2.80e+00;2.90e+00;3.20e+00;2.80e+00;3.10e+00;1.50e+00;4.00e+02;2.90e+00;2.90e+00;2.90e+00;2.90e+00;3.00e+00;2.80e+00;2.00e+01;8.41e-02;1.56e+00
51;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.26e+04;7.00e-01;1.00e-01;5.00e-02;1.70e+01;4.40e+01;;4.00e+00;6.80e+00;1.50e+12;4.50e+06;5.90e-03;00:53;2.50e+00;2.60e+01;9.10e-01;9.60e-01;9.30e-01;9.50e-01;9.00e-01;8.60e-01;1.20e+00;1.20e+01;8.90e-01;9.20e-01;1.00e+00;9.00e-01;9.80e-01;4.70e-01;1.30e+02;9.10e-01;9.10e-01;9.00e-01;9.20e-01;9.60e-01;9.00e-01;6.32e+00;2.66e-02;4.92e-01
52;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.26e+04;7.00e-01;1.00e-01;5.00e-02;1.70e+01;4.40e+01;;6.00e+00;3.70e+00;8.10e+11;2.40e+06;3.20e-03;01:20;1.30e+00;1.40e+01;4.90e-01;5.10e-01;5.00e-01;5.10e-01;4.90e-01;4.60e-01;6.70e-01;6.60e+00;4.80e-01;4.90e-01;5.40e-01;4.80e-01;5.30e-01;2.50e-01;6.70e+01;4.90e-01;4.90e-01;4.80e-01;4.90e-01;5.20e-01;4.80e-01;3.39e+00;1.43e-02;2.64e-01
53;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.26e+04;7.00e-01;1.00e-01;5.00e-02;1.70e+01;4.40e+01;;8.00e+00;2.40e+00;5.40e+11;1.60e+06;2.10e-03;01:47;8.90e-01;9.20e+00;3.20e-01;3.40e-01;3.30e-01;3.40e-01;3.20e-01;3.10e-01;4.40e-01;4.40e+00;3.20e-01;3.30e-01;3.60e-01;3.20e-01;3.50e-01;1.70e-01;4.50e+01;3.20e-01;3.30e-01;3.20e-01;3.30e-01;3.40e-01;3.20e-01;2.26e+00;9.47e-03;1.75e-01
54;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;0.00e+00;3.00e+00;1.95e+02;SSW;1.24e+00;F;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.26e+04;7.00e-01;1.00e-01;5.00e-02;1.70e+01;4.40e+01;;1.00e+01;1.80e+00;4.00e+11;1.20e+06;1.60e-03;02:14;6.60e-01;6.80e+00;2.40e-01;2.50e-01;2.50e-01;2.50e-01;2.40e-01;2.30e-01;3.30e-01;3.20e+00;2.40e-01;2.40e-01;2.70e-01;2.40e-01;2.60e-01;1.20e-01;3.30e+01;2.40e-01;2.40e-01;2.40e-01;2.40e-01;2.50e-01;2.40e-01;1.68e+00;7.03e-03;1.30e-01
