row_id;sex;age_at_exposure;attained_age;hotspot_organ;beir_VII_organ_equivalence;dose_Sv_A_0.03;model_A_0.03;ERR_A_0.03;LAR_A_0.03;dose_Sv_A_0.1;model_A_0.1;ERR_A_0.1;LAR_A_0.1;dose_Sv_A_0.2;model_A_0.2;ERR_A_0.2;LAR_A_0.2;dose_Sv_A_0.3;model_A_0.3;ERR_A_0.3;LAR_A_0.3;dose_Sv_A_0.4;model_A_0.4;ERR_A_0.4;LAR_A_0.4;dose_Sv_A_0.5;model_A_0.5;ERR_A_0.5;LAR_A_0.5;dose_Sv_A_0.6;model_A_0.6;ERR_A_0.6;LAR_A_0.6;dose_Sv_A_0.7;model_A_0.7;ERR_A_0.7;LAR_A_0.7;dose_Sv_A_0.8;model_A_0.8;ERR_A_0.8;LAR_A_0.8;dose_Sv_A_0.9;model_A_0.9;ERR_A_0.9;LAR_A_0.9;dose_Sv_A_1.0;model_A_1.0;ERR_A_1.0;LAR_A_1.0;dose_Sv_A_2.0;model_A_2.0;ERR_A_2.0;LAR_A_2.0;dose_Sv_A_4.0;model_A_4.0;ERR_A_4.0;LAR_A_4.0;dose_Sv_A_6.0;model_A_6.0;ERR_A_6.0;LAR_A_6.0;dose_Sv_A_8.0;model_A_8.0;ERR_A_8.0;LAR_A_8.0;dose_Sv_A_10.0;model_A_10.0;ERR_A_10.0;LAR_A_10.0;dose_Sv_A_20.0;model_A_20.0;ERR_A_20.0;LAR_A_20.0;dose_Sv_A_40.0;model_A_40.0;ERR_A_40.0;LAR_A_40.0;dose_Sv_A_60.0;model_A_60.0;ERR_A_60.0;LAR_A_60.0;dose_Sv_A_80.0;model_A_80.0;ERR_A_80.0;LAR_A_80.0;dose_Sv_B_0.03;model_B_0.03;ERR_B_0.03;LAR_B_0.03;dose_Sv_B_0.1;model_B_0.1;ERR_B_0.1;LAR_B_0.1;dose_Sv_B_0.2;model_B_0.2;ERR_B_0.2;LAR_B_0.2;dose_Sv_B_0.3;model_B_0.3;ERR_B_0.3;LAR_B_0.3;dose_Sv_B_0.4;model_B_0.4;ERR_B_0.4;LAR_B_0.4;dose_Sv_B_0.5;model_B_0.5;ERR_B_0.5;LAR_B_0.5;dose_Sv_B_0.6;model_B_0.6;ERR_B_0.6;LAR_B_0.6;dose_Sv_B_0.7;model_B_0.7;ERR_B_0.7;LAR_B_0.7;dose_Sv_B_0.8;model_B_0.8;ERR_B_0.8;LAR_B_0.8;dose_Sv_B_0.9;model_B_0.9;ERR_B_0.9;LAR_B_0.9;dose_Sv_B_1.0;model_B_1.0;ERR_B_1.0;LAR_B_1.0;dose_Sv_B_2.0;model_B_2.0;ERR_B_2.0;LAR_B_2.0;dose_Sv_B_4.0;model_B_4.0;ERR_B_4.0;LAR_B_4.0;dose_Sv_B_6.0;model_B_6.0;ERR_B_6.0;LAR_B_6.0;dose_Sv_B_8.0;model_B_8.0;ERR_B_8.0;LAR_B_8.0;dose_Sv_B_10.0;model_B_10.0;ERR_B_10.0;LAR_B_10.0;dose_Sv_B_20.0;model_B_20.0;ERR_B_20.0;LAR_B_20.0;dose_Sv_B_40.0;model_B_40.0;ERR_B_40.0;LAR_B_40.0;dose_Sv_B_60.0;model_B_60.0;ERR_B_60.0;LAR_B_60.0;dose_Sv_B_80.0;model_B_80.0;ERR_B_80.0;LAR_B_80.0;dose_Sv_C_0.03;model_C_0.03;ERR_C_0.03;LAR_C_0.03;dose_Sv_C_0.1;model_C_0.1;ERR_C_0.1;LAR_C_0.1;dose_Sv_C_0.2;model_C_0.2;ERR_C_0.2;LAR_C_0.2;dose_Sv_C_0.3;model_C_0.3;ERR_C_0.3;LAR_C_0.3;dose_Sv_C_0.4;model_C_0.4;ERR_C_0.4;LAR_C_0.4;dose_Sv_C_0.5;model_C_0.5;ERR_C_0.5;LAR_C_0.5;dose_Sv_C_0.6;model_C_0.6;ERR_C_0.6;LAR_C_0.6;dose_Sv_C_0.7;model_C_0.7;ERR_C_0.7;LAR_C_0.7;dose_Sv_C_0.8;model_C_0.8;ERR_C_0.8;LAR_C_0.8;dose_Sv_C_0.9;model_C_0.9;ERR_C_0.9;LAR_C_0.9;dose_Sv_C_1.0;model_C_1.0;ERR_C_1.0;LAR_C_1.0;dose_Sv_C_2.0;model_C_2.0;ERR_C_2.0;LAR_C_2.0;dose_Sv_C_4.0;model_C_4.0;ERR_C_4.0;LAR_C_4.0;dose_Sv_C_6.0;model_C_6.0;ERR_C_6.0;LAR_C_6.0;dose_Sv_C_8.0;model_C_8.0;ERR_C_8.0;LAR_C_8.0;dose_Sv_C_10.0;model_C_10.0;ERR_C_10.0;LAR_C_10.0;dose_Sv_C_20.0;model_C_20.0;ERR_C_20.0;LAR_C_20.0;dose_Sv_C_40.0;model_C_40.0;ERR_C_40.0;LAR_C_40.0;dose_Sv_C_60.0;model_C_60.0;ERR_C_60.0;LAR_C_60.0;dose_Sv_C_80.0;model_C_80.0;ERR_C_80.0;LAR_C_80.0;dose_Sv_D_0.03;model_D_0.03;ERR_D_0.03;LAR_D_0.03;dose_Sv_D_0.1;model_D_0.1;ERR_D_0.1;LAR_D_0.1;dose_Sv_D_0.2;model_D_0.2;ERR_D_0.2;LAR_D_0.2;dose_Sv_D_0.3;model_D_0.3;ERR_D_0.3;LAR_D_0.3;dose_Sv_D_0.4;model_D_0.4;ERR_D_0.4;LAR_D_0.4;dose_Sv_D_0.5;model_D_0.5;ERR_D_0.5;LAR_D_0.5;dose_Sv_D_0.6;model_D_0.6;ERR_D_0.6;LAR_D_0.6;dose_Sv_D_0.7;model_D_0.7;ERR_D_0.7;LAR_D_0.7;dose_Sv_D_0.8;model_D_0.8;ERR_D_0.8;LAR_D_0.8;dose_Sv_D_0.9;model_D_0.9;ERR_D_0.9;LAR_D_0.9;dose_Sv_D_1.0;model_D_1.0;ERR_D_1.0;LAR_D_1.0;dose_Sv_D_2.0;model_D_2.0;ERR_D_2.0;LAR_D_2.0;dose_Sv_D_4.0;model_D_4.0;ERR_D_4.0;LAR_D_4.0;dose_Sv_D_6.0;model_D_6.0;ERR_D_6.0;LAR_D_6.0;dose_Sv_D_8.0;model_D_8.0;ERR_D_8.0;LAR_D_8.0;dose_Sv_D_10.0;model_D_10.0;ERR_D_10.0;LAR_D_10.0;dose_Sv_D_20.0;model_D_20.0;ERR_D_20.0;LAR_D_20.0;dose_Sv_D_40.0;model_D_40.0;ERR_D_40.0;LAR_D_40.0;dose_Sv_D_60.0;model_D_60.0;ERR_D_60.0;LAR_D_60.0;dose_Sv_D_80.0;model_D_80.0;ERR_D_80.0;LAR_D_80.0;dose_Sv_E_0.03;model_E_0.03;ERR_E_0.03;LAR_E_0.03;dose_Sv_E_0.1;model_E_0.1;ERR_E_0.1;LAR_E_0.1;dose_Sv_E_0.2;model_E_0.2;ERR_E_0.2;LAR_E_0.2;dose_Sv_E_0.3;model_E_0.3;ERR_E_0.3;LAR_E_0.3;dose_Sv_E_0.4;model_E_0.4;ERR_E_0.4;LAR_E_0.4;dose_Sv_E_0.5;model_E_0.5;ERR_E_0.5;LAR_E_0.5;dose_Sv_E_0.6;model_E_0.6;ERR_E_0.6;LAR_E_0.6;dose_Sv_E_0.7;model_E_0.7;ERR_E_0.7;LAR_E_0.7;dose_Sv_E_0.8;model_E_0.8;ERR_E_0.8;LAR_E_0.8;dose_Sv_E_0.9;model_E_0.9;ERR_E_0.9;LAR_E_0.9;dose_Sv_E_1.0;model_E_1.0;ERR_E_1.0;LAR_E_1.0;dose_Sv_E_2.0;model_E_2.0;ERR_E_2.0;LAR_E_2.0;dose_Sv_E_4.0;model_E_4.0;ERR_E_4.0;LAR_E_4.0;dose_Sv_E_6.0;model_E_6.0;ERR_E_6.0;LAR_E_6.0;dose_Sv_E_8.0;model_E_8.0;ERR_E_8.0;LAR_E_8.0;dose_Sv_E_10.0;model_E_10.0;ERR_E_10.0;LAR_E_10.0;dose_Sv_E_20.0;model_E_20.0;ERR_E_20.0;LAR_E_20.0;dose_Sv_E_40.0;model_E_40.0;ERR_E_40.0;LAR_E_40.0;dose_Sv_E_60.0;model_E_60.0;ERR_E_60.0;LAR_E_60.0;dose_Sv_E_80.0;model_E_80.0;ERR_E_80.0;LAR_E_80.0;dose_Sv_F_0.03;model_F_0.03;ERR_F_0.03;LAR_F_0.03;dose_Sv_F_0.1;model_F_0.1;ERR_F_0.1;LAR_F_0.1;dose_Sv_F_0.2;model_F_0.2;ERR_F_0.2;LAR_F_0.2;dose_Sv_F_0.3;model_F_0.3;ERR_F_0.3;LAR_F_0.3;dose_Sv_F_0.4;model_F_0.4;ERR_F_0.4;LAR_F_0.4;dose_Sv_F_0.5;model_F_0.5;ERR_F_0.5;LAR_F_0.5;dose_Sv_F_0.6;model_F_0.6;ERR_F_0.6;LAR_F_0.6;dose_Sv_F_0.7;model_F_0.7;ERR_F_0.7;LAR_F_0.7;dose_Sv_F_0.8;model_F_0.8;ERR_F_0.8;LAR_F_0.8;dose_Sv_F_0.9;model_F_0.9;ERR_F_0.9;LAR_F_0.9;dose_Sv_F_1.0;model_F_1.0;ERR_F_1.0;LAR_F_1.0;dose_Sv_F_2.0;model_F_2.0;ERR_F_2.0;LAR_F_2.0;dose_Sv_F_4.0;model_F_4.0;ERR_F_4.0;LAR_F_4.0;dose_Sv_F_6.0;model_F_6.0;ERR_F_6.0;LAR_F_6.0;dose_Sv_F_8.0;model_F_8.0;ERR_F_8.0;LAR_F_8.0;dose_Sv_F_10.0;model_F_10.0;ERR_F_10.0;LAR_F_10.0;dose_Sv_F_20.0;model_F_20.0;ERR_F_20.0;LAR_F_20.0;dose_Sv_F_40.0;model_F_40.0;ERR_F_40.0;LAR_F_40.0;dose_Sv_F_60.0;model_F_60.0;ERR_F_60.0;LAR_F_60.0;dose_Sv_F_80.0;model_F_80.0;ERR_F_80.0;LAR_F_80.0
1;male;20;30;adrenals;other_solid;3.90e-01;BEIR_V;7.80e-02;7.80e-05;3.60e-02;BEIR_VII;9.14e-02;9.14e-05;9.10e-03;BEIR_VII;2.31e-02;2.31e-05;4.10e-03;BEIR_VII;1.04e-02;1.04e-05;2.30e-03;BEIR_VII;5.84e-03;5.84e-06;1.50e-03;BEIR_VII;3.81e-03;3.81e-06;1.00e-03;BEIR_VII;2.54e-03;2.54e-06;7.60e-04;BEIR_VII;1.93e-03;1.93e-06;5.80e-04;BEIR_VII;1.47e-03;1.47e-06;4.60e-04;BEIR_VII;1.17e-03;1.17e-06;3.80e-04;BEIR_VII;9.65e-04;9.65e-07;9.80e-05;BEIR_VII;2.49e-04;2.49e-07;2.60e-05;BEIR_VII;6.60e-05;6.60e-08;1.30e-05;BEIR_VII;3.30e-05;3.30e-08;7.50e-06;BEIR_VII;1.90e-05;1.90e-08;5.00e-06;BEIR_VII;1.27e-05;1.27e-08;1.50e-06;BEIR_VII;3.81e-06;3.81e-09;4.90e-07;BEIR_VII;1.24e-06;1.24e-09;2.60e-07;BEIR_VII;6.60e-07;6.60e-10;1.70e-07;BEIR_VII;4.32e-07;4.32e-10;8.60e-01;BEIR_V;1.72e-01;1.72e-04;8.20e-02;BEIR_VII;2.08e-01;2.08e-04;2.10e-02;BEIR_VII;5.33e-02;5.33e-05;9.20e-03;BEIR_VII;2.34e-02;2.34e-05;5.20e-03;BEIR_VII;1.32e-02;1.32e-05;3.30e-03;BEIR_VII;8.38e-03;8.38e-06;2.30e-03;BEIR_VII;5.84e-03;5.84e-06;1.70e-03;BEIR_VII;4.32e-03;4.32e-06;1.30e-03;BEIR_VII;3.30e-03;3.30e-06;1.00e-03;BEIR_VII;2.54e-03;2.54e-06;8.50e-04;BEIR_VII;2.16e-03;2.16e-06;2.20e-04;BEIR_VII;5.58e-04;5.58e-07;5.90e-05;BEIR_VII;1.50e-04;1.50e-07;2.80e-05;BEIR_VII;7.11e-05;7.11e-08;1.70e-05;BEIR_VII;4.32e-05;4.32e-08;1.10e-05;BEIR_VII;2.79e-05;2.79e-08;3.40e-06;BEIR_VII;8.63e-06;8.63e-09;1.10e-06;BEIR_VII;2.79e-06;2.79e-09;5.80e-07;BEIR_VII;1.47e-06;1.47e-09;3.70e-07;BEIR_VII;9.39e-07;9.39e-10;1.80e+00;BEIR_V;3.60e-01;3.60e-04;1.90e-01;BEIR_V;3.80e-02;3.80e-05;4.80e-02;BEIR_VII;1.22e-01;1.22e-04;2.10e-02;BEIR_VII;5.33e-02;5.33e-05;1.20e-02;BEIR_VII;3.05e-02;3.05e-05;7.90e-03;BEIR_VII;2.01e-02;2.01e-05;5.50e-03;BEIR_VII;1.40e-02;1.40e-05;4.10e-03;BEIR_VII;1.04e-02;1.04e-05;3.20e-03;BEIR_VII;8.12e-03;8.12e-06;2.50e-03;BEIR_VII;6.35e-03;6.35e-06;2.10e-03;BEIR_VII;5.33e-03;5.33e-06;5.80e-04;BEIR_VII;1.47e-03;1.47e-06;1.80e-04;BEIR_VII;4.57e-04;4.57e-07;9.20e-05;BEIR_VII;2.34e-04;2.34e-07;6.00e-05;BEIR_VII;1.52e-04;1.52e-07;4.30e-05;BEIR_VII;1.09e-04;1.09e-07;1.70e-05;BEIR_VII;4.32e-05;4.32e-08;7.10e-06;BEIR_VII;1.80e-05;1.80e-08;4.40e-06;BEIR_VII;1.12e-05;1.12e-08;3.20e-06;BEIR_VII;8.12e-06;8.12e-09;3.10e+00;BEIR_V;6.20e-01;6.20e-04;3.80e-01;BEIR_V;7.60e-02;7.60e-05;1.00e-01;BEIR_V;2.00e-02;2.00e-05;4.90e-02;BEIR_VII;1.24e-01;1.24e-04;2.90e-02;BEIR_VII;7.36e-02;7.36e-05;1.90e-02;BEIR_VII;4.82e-02;4.82e-05;1.40e-02;BEIR_VII;3.55e-02;3.55e-05;1.10e-02;BEIR_VII;2.79e-02;2.79e-05;8.40e-03;BEIR_VII;2.13e-02;2.13e-05;6.90e-03;BEIR_VII;1.75e-02;1.75e-05;5.80e-03;BEIR_VII;1.47e-02;1.47e-05;1.90e-03;BEIR_VII;4.82e-03;4.82e-06;6.50e-04;BEIR_VII;1.65e-03;1.65e-06;3.60e-04;BEIR_VII;9.14e-04;9.14e-07;2.40e-04;BEIR_VII;6.09e-04;6.09e-07;1.80e-04;BEIR_VII;4.57e-04;4.57e-07;7.20e-05;BEIR_VII;1.83e-04;1.83e-07;3.00e-05;BEIR_VII;7.61e-05;7.61e-08;1.80e-05;BEIR_VII;4.57e-05;4.57e-08;1.30e-05;BEIR_VII;3.30e-05;3.30e-08;5.20e+00;N/A;N/A;N/A;1.20e+00;BEIR_V;2.40e-01;2.40e-04;3.20e-01;BEIR_V;6.40e-02;6.40e-05;1.40e-01;BEIR_V;2.80e-02;2.80e-05;8.30e-02;BEIR_VII;2.11e-01;2.11e-04;5.50e-02;BEIR_VII;1.40e-01;1.40e-04;3.90e-02;BEIR_VII;9.90e-02;9.90e-05;2.90e-02;BEIR_VII;7.36e-02;7.36e-05;2.30e-02;BEIR_VII;5.84e-02;5.84e-05;1.80e-02;BEIR_VII;4.57e-02;4.57e-05;1.50e-02;BEIR_VII;3.81e-02;3.81e-05;4.70e-03;BEIR_VII;1.19e-02;1.19e-05;1.60e-03;BEIR_VII;4.06e-03;4.06e-06;9.40e-04;BEIR_VII;2.39e-03;2.39e-06;6.60e-04;BEIR_VII;1.68e-03;1.68e-06;5.10e-04;BEIR_VII;1.29e-03;1.29e-06;2.20e-04;BEIR_VII;5.58e-04;5.58e-07;9.30e-05;BEIR_VII;2.36e-04;2.36e-07;5.10e-05;BEIR_VII;1.29e-04;1.29e-07;3.40e-05;BEIR_VII;8.63e-05;8.63e-08;7.50e+00;N/A;N/A;N/A;2.90e+00;BEIR_V;5.80e-01;5.80e-04;9.10e-01;BEIR_V;1.82e-01;1.82e-04;4.20e-01;BEIR_V;8.40e-02;8.40e-05;2.40e-01;BEIR_V;4.80e-02;4.80e-05;1.50e-01;BEIR_V;3.00e-02;3.00e-05;1.10e-01;BEIR_V;2.20e-02;2.20e-05;8.10e-02;BEIR_VII;2.06e-01;2.06e-04;6.20e-02;BEIR_VII;1.57e-01;1.57e-04;5.00e-02;BEIR_VII;1.27e-01;1.27e-04;4.10e-02;BEIR_VII;1.04e-01;1.04e-04;1.20e-02;BEIR_VII;3.05e-02;3.05e-05;3.70e-03;BEIR_VII;9.39e-03;9.39e-06;2.00e-03;BEIR_VII;5.08e-03;5.08e-06;1.30e-03;BEIR_VII;3.30e-03;3.30e-06;9.80e-04;BEIR_VII;2.49e-03;2.49e-06;3.10e-04;BEIR_VII;7.87e-04;7.87e-07;7.40e-05;BEIR_VII;1.88e-04;1.88e-07;2.40e-05;BEIR_VII;6.09e-05;6.09e-08;1.10e-05;BEIR_VII;2.79e-05;2.79e-08
2;male;20;30;bladder_wall;bladder;3.80e-01;BEIR_V;7.60e-02;3.42e-04;3.50e-02;BEIR_VII;6.23e-02;2.81e-04;8.70e-03;BEIR_VII;1.55e-02;6.97e-05;3.90e-03;BEIR_VII;6.95e-03;3.13e-05;2.20e-03;BEIR_VII;3.92e-03;1.76e-05;1.40e-03;BEIR_VII;2.49e-03;1.12e-05;9.80e-04;BEIR_VII;1.75e-03;7.85e-06;7.30e-04;BEIR_VII;1.30e-03;5.85e-06;5.60e-04;BEIR_VII;9.97e-04;4.49e-06;4.40e-04;BEIR_VII;7.84e-04;3.53e-06;3.60e-04;BEIR_VII;6.41e-04;2.89e-06;9.40e-05;BEIR_VII;1.67e-04;7.53e-07;2.50e-05;BEIR_VII;4.45e-05;2.00e-07;1.20e-05;BEIR_VII;2.14e-05;9.62e-08;7.10e-06;BEIR_VII;1.26e-05;5.69e-08;4.80e-06;BEIR_VII;8.55e-06;3.85e-08;1.50e-06;BEIR_VII;2.67e-06;1.20e-08;4.70e-07;BEIR_VII;8.37e-07;3.77e-09;2.50e-07;BEIR_VII;4.45e-07;2.00e-09;1.60e-07;BEIR_VII;2.85e-07;1.28e-09;8.20e-01;BEIR_V;1.64e-01;7.38e-04;7.90e-02;BEIR_VII;1.41e-01;6.33e-04;2.00e-02;BEIR_VII;3.56e-02;1.60e-04;8.80e-03;BEIR_VII;1.57e-02;7.05e-05;5.00e-03;BEIR_VII;8.91e-03;4.01e-05;3.20e-03;BEIR_VII;5.70e-03;2.56e-05;2.20e-03;BEIR_VII;3.92e-03;1.76e-05;1.60e-03;BEIR_VII;2.85e-03;1.28e-05;1.30e-03;BEIR_VII;2.32e-03;1.04e-05;1.00e-03;BEIR_VII;1.78e-03;8.02e-06;8.10e-04;BEIR_VII;1.44e-03;6.49e-06;2.10e-04;BEIR_VII;3.74e-04;1.68e-06;5.70e-05;BEIR_VII;1.02e-04;4.57e-07;2.70e-05;BEIR_VII;4.81e-05;2.16e-07;1.60e-05;BEIR_VII;2.85e-05;1.28e-07;1.10e-05;BEIR_VII;1.96e-05;8.82e-08;3.30e-06;BEIR_VII;5.88e-06;2.65e-08;1.10e-06;BEIR_VII;1.96e-06;8.82e-09;5.60e-07;BEIR_VII;9.97e-07;4.49e-09;3.60e-07;BEIR_VII;6.41e-07;2.89e-09;1.70e+00;BEIR_V;3.40e-01;1.53e-03;1.80e-01;BEIR_V;3.60e-02;1.62e-04;4.50e-02;BEIR_VII;8.02e-02;3.61e-04;2.00e-02;BEIR_VII;3.56e-02;1.60e-04;1.20e-02;BEIR_VII;2.14e-02;9.62e-05;7.50e-03;BEIR_VII;1.34e-02;6.01e-05;5.30e-03;BEIR_VII;9.44e-03;4.25e-05;3.90e-03;BEIR_VII;6.95e-03;3.13e-05;3.10e-03;BEIR_VII;5.52e-03;2.48e-05;2.40e-03;BEIR_VII;4.27e-03;1.92e-05;2.00e-03;BEIR_VII;3.56e-03;1.60e-05;5.60e-04;BEIR_VII;9.97e-04;4.49e-06;1.70e-04;BEIR_VII;3.03e-04;1.36e-06;8.80e-05;BEIR_VII;1.57e-04;7.05e-07;5.70e-05;BEIR_VII;1.02e-04;4.57e-07;4.10e-05;BEIR_VII;7.30e-05;3.29e-07;1.60e-05;BEIR_VII;2.85e-05;1.28e-07;6.80e-06;BEIR_VII;1.21e-05;5.45e-08;4.30e-06;BEIR_VII;7.66e-06;3.45e-08;3.10e-06;BEIR_VII;5.52e-06;2.48e-08;3.00e+00;BEIR_V;6.00e-01;2.70e-03;3.70e-01;BEIR_V;7.40e-02;3.33e-04;9.90e-02;BEIR_VII;1.76e-01;7.94e-04;4.60e-02;BEIR_VII;8.19e-02;3.69e-04;2.70e-02;BEIR_VII;4.81e-02;2.16e-04;1.80e-02;BEIR_VII;3.21e-02;1.44e-04;1.30e-02;BEIR_VII;2.32e-02;1.04e-04;1.00e-02;BEIR_VII;1.78e-02;8.02e-05;8.10e-03;BEIR_VII;1.44e-02;6.49e-05;6.60e-03;BEIR_VII;1.18e-02;5.29e-05;5.50e-03;BEIR_VII;9.80e-03;4.41e-05;1.80e-03;BEIR_VII;3.21e-03;1.44e-05;6.20e-04;BEIR_VII;1.10e-03;4.97e-06;3.50e-04;BEIR_VII;6.23e-04;2.81e-06;2.30e-04;BEIR_VII;4.10e-04;1.84e-06;1.70e-04;BEIR_VII;3.03e-04;1.36e-06;6.90e-05;BEIR_VII;1.23e-04;5.53e-07;2.90e-05;BEIR_VII;5.17e-05;2.32e-07;1.80e-05;BEIR_VII;3.21e-05;1.44e-07;1.20e-05;BEIR_VII;2.14e-05;9.62e-08;5.10e+00;N/A;N/A;N/A;1.10e+00;BEIR_V;2.20e-01;9.90e-04;3.00e-01;BEIR_V;6.00e-02;2.70e-04;1.40e-01;BEIR_V;2.80e-02;1.26e-04;8.00e-02;BEIR_VII;1.42e-01;6.41e-04;5.20e-02;BEIR_VII;9.26e-02;4.17e-04;3.70e-02;BEIR_VII;6.59e-02;2.97e-04;2.80e-02;BEIR_VII;4.99e-02;2.24e-04;2.20e-02;BEIR_VII;3.92e-02;1.76e-04;1.80e-02;BEIR_VII;3.21e-02;1.44e-04;1.50e-02;BEIR_VII;2.67e-02;1.20e-04;4.50e-03;BEIR_VII;8.02e-03;3.61e-05;1.60e-03;BEIR_VII;2.85e-03;1.28e-05;9.00e-04;BEIR_VII;1.60e-03;7.21e-06;6.30e-04;BEIR_VII;1.12e-03;5.05e-06;4.90e-04;BEIR_VII;8.73e-04;3.93e-06;2.10e-04;BEIR_VII;3.74e-04;1.68e-06;8.90e-05;BEIR_VII;1.59e-04;7.13e-07;4.90e-05;BEIR_VII;8.73e-05;3.93e-07;3.30e-05;BEIR_VII;5.88e-05;2.65e-07;7.90e+00;N/A;N/A;N/A;2.80e+00;BEIR_V;5.60e-01;2.52e-03;8.70e-01;BEIR_V;1.74e-01;7.83e-04;4.00e-01;BEIR_V;8.00e-02;3.60e-04;2.30e-01;BEIR_V;4.60e-02;2.07e-04;1.50e-01;BEIR_V;3.00e-02;1.35e-04;1.00e-01;BEIR_V;2.00e-02;9.00e-05;7.70e-02;BEIR_VII;1.37e-01;6.17e-04;6.00e-02;BEIR_VII;1.07e-01;4.81e-04;4.80e-02;BEIR_VII;8.55e-02;3.85e-04;3.90e-02;BEIR_VII;6.95e-02;3.13e-04;1.10e-02;BEIR_VII;1.96e-02;8.82e-05;3.50e-03;BEIR_VII;6.23e-03;2.81e-05;1.90e-03;BEIR_VII;3.38e-03;1.52e-05;1.30e-03;BEIR_VII;2.32e-03;1.04e-05;9.40e-04;BEIR_VII;1.67e-03;7.53e-06;2.90e-04;BEIR_VII;5.17e-04;2.32e-06;7.00e-05;BEIR_VII;1.25e-04;5.61e-07;2.30e-05;BEIR_VII;4.10e-05;1.84e-07;1.10e-05;BEIR_VII;1.96e-05;8.82e-08
