row_id;physical_stack_height_m;stack_exit_velocity_m_s;stack_diameter_m;stack_effluent_temp_deg_c;air_temperature_deg_c;effective_release_height_m;wind_speed_h=10_m_m_s;wind_direction_degrees;wind_from_the;wind_speed_h=h-eff_m_s;stability_class;receptor_height_m;inversion_layer_height;sample_time_min;breathing_rate_m3_sec;distance_coordinates;maximum_dose_distance_km_;maximum_tede_sv;inner_contour_dose_sv;middle_contour_dose_sv;outer_contour_dose_sv;exceeds_inner_dose_out_to_km;exceeds_middle_dose_out_to_km;exceeds_outer_dose_out_to_km;distance_km;tede_sv;respirable_time-integrated_air_concentration_bq-sec_m3;ground_surface_deposition_kbq_m2;ground_shine_dose_rate_sv_hr;arrival_time_hour:min;skin;surface_bone;spleen;breast;uli_wall;thymus;kidneys;pancreas;lung;red_marrow;ovaries;stomach_wall;lli_wall;esophagus;testes;brain;thyroid;liver;adrenals;si_wall;bladder_wall;muscle;uterus;inhalation_plume_passage;submersion_plume_passage;ground_shine
47;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;6.00e-01;5.30e-03;1.50e+09;4.50e+03;9.10e-06;00:03;6.30e-03;5.30e-03;5.20e-03;4.90e-03;5.30e-03;4.80e-03;5.20e-03;5.00e-03;5.30e-03;5.10e-03;4.90e-03;5.20e-03;5.40e-03;4.70e-03;5.40e-03;8.30e-04;4.90e-03;5.10e-03;5.50e-03;5.40e-03;5.30e-03;4.90e-03;5.30e-03;;;
48;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;7.00e-01;3.90e-03;1.10e+09;3.40e+03;6.70e-06;00:04;4.70e-03;3.90e-03;3.80e-03;3.60e-03;4.00e-03;3.50e-03;3.80e-03;3.70e-03;3.90e-03;3.80e-03;3.70e-03;3.80e-03;4.00e-03;3.50e-03;4.00e-03;6.10e-04;3.60e-03;3.80e-03;4.10e-03;4.00e-03;3.90e-03;3.60e-03;4.00e-03;;;
49;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;8.00e-01;3.00e-03;8.70e+08;2.60e+03;5.20e-06;00:05;3.60e-03;3.00e-03;3.00e-03;2.80e-03;3.10e-03;2.70e-03;3.00e-03;2.90e-03;3.10e-03;2.90e-03;2.80e-03;3.00e-03;3.10e-03;2.70e-03;3.10e-03;4.80e-04;2.80e-03;3.00e-03;3.20e-03;3.10e-03;3.10e-03;2.80e-03;3.10e-03;;;
50;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;9.00e-01;2.40e-03;7.00e+08;2.10e+03;4.20e-06;00:05;2.90e-03;2.40e-03;2.40e-03;2.20e-03;2.50e-03;2.20e-03;2.40e-03;2.30e-03;2.40e-03;2.30e-03;2.30e-03;2.40e-03;2.50e-03;2.20e-03;2.50e-03;3.80e-04;2.30e-03;2.40e-03;2.50e-03;2.50e-03;2.40e-03;2.20e-03;2.50e-03;;;
51;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;1.00e+00;2.00e-03;5.70e+08;1.70e+03;3.40e-06;00:06;2.40e-03;2.00e-03;2.00e-03;1.80e-03;2.00e-03;1.80e-03;1.90e-03;1.90e-03;2.00e-03;1.90e-03;1.90e-03;1.90e-03;2.00e-03;1.80e-03;2.00e-03;3.10e-04;1.90e-03;1.90e-03;2.10e-03;2.00e-03;2.00e-03;1.80e-03;2.00e-03;;;
52;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;2.00e+00;5.50e-04;1.60e+08;4.80e+02;9.50e-07;00:13;6.60e-04;5.60e-04;5.40e-04;5.10e-04;5.60e-04;5.00e-04;5.40e-04;5.30e-04;5.60e-04;5.30e-04;5.20e-04;5.40e-04;5.70e-04;4.90e-04;5.70e-04;8.70e-05;5.20e-04;5.40e-04;5.80e-04;5.60e-04;5.60e-04;5.10e-04;5.60e-04;;;
53;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;4.00e+00;1.70e-04;4.80e+07;1.40e+02;2.90e-07;00:26;2.00e-04;1.70e-04;1.70e-04;1.60e-04;1.70e-04;1.50e-04;1.60e-04;1.60e-04;1.70e-04;1.60e-04;1.60e-04;1.60e-04;1.70e-04;1.50e-04;1.70e-04;2.60e-05;1.60e-04;1.60e-04;1.80e-04;1.70e-04;1.70e-04;1.60e-04;1.70e-04;;;
54;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;6.00e+00;8.80e-05;2.50e+07;7.60e+01;1.50e-07;00:39;1.00e-04;8.80e-05;8.60e-05;8.10e-05;8.90e-05;7.90e-05;8.60e-05;8.40e-05;8.90e-05;8.40e-05;8.20e-05;8.60e-05;9.00e-05;7.80e-05;9.00e-05;1.40e-05;8.20e-05;8.60e-05;9.20e-05;8.90e-05;8.80e-05;8.20e-05;8.90e-05;;;
55;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;8.00e+00;5.70e-05;1.60e+07;4.90e+01;9.80e-08;00:52;6.80e-05;5.70e-05;5.60e-05;5.20e-05;5.70e-05;5.10e-05;5.60e-05;5.40e-05;5.70e-05;5.50e-05;5.30e-05;5.60e-05;5.80e-05;5.10e-05;5.80e-05;8.90e-06;5.30e-05;5.60e-05;6.00e-05;5.80e-05;5.70e-05;5.30e-05;5.80e-05;;;
56;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;1.00e+01;4.10e-05;1.20e+07;3.50e+01;7.10e-08;01:05;4.90e-05;4.10e-05;4.00e-05;3.80e-05;4.10e-05;3.70e-05;4.00e-05;3.90e-05;4.10e-05;3.90e-05;3.80e-05;4.00e-05;4.20e-05;3.70e-05;4.20e-05;6.40e-06;3.80e-05;4.00e-05;4.30e-05;4.20e-05;4.10e-05;3.80e-05;4.20e-05;;;
57;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;2.00e+01;1.60e-05;4.60e+06;1.40e+01;2.70e-08;02:10;1.90e-05;1.60e-05;1.60e-05;1.50e-05;1.60e-05;1.40e-05;1.60e-05;1.50e-05;1.60e-05;1.50e-05;1.50e-05;1.60e-05;1.60e-05;1.40e-05;1.60e-05;2.50e-06;1.50e-05;1.60e-05;1.70e-05;1.60e-05;1.60e-05;1.50e-05;1.60e-05;;;
58;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;4.00e+01;6.80e-06;1.90e+06;5.80e+00;1.20e-08;04:21;8.10e-06;6.80e-06;6.70e-06;6.30e-06;6.80e-06;6.10e-06;6.60e-06;6.40e-06;6.80e-06;6.50e-06;6.30e-06;6.60e-06;6.90e-06;6.00e-06;6.90e-06;1.10e-06;6.30e-06;6.60e-06;7.10e-06;6.90e-06;6.80e-06;6.30e-06;6.90e-06;;;
59;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;6.00e+01;4.20e-06;1.20e+06;3.60e+00;7.30e-09;06:31;5.00e-06;4.20e-06;4.20e-06;3.90e-06;4.30e-06;3.80e-06;4.10e-06;4.00e-06;4.30e-06;4.10e-06;4.00e-06;4.10e-06;4.30e-06;3.80e-06;4.30e-06;6.60e-07;3.90e-06;4.10e-06;4.40e-06;4.30e-06;4.30e-06;3.90e-06;4.30e-06;;;
60;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.55e+00;C;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;5.60e+00;1.00e-03;8.00e-04;5.00e-04;1.40e+00;1.60e+00;;8.00e+01;3.10e-06;8.80e+05;2.60e+00;5.30e-09;08:42;3.60e-06;3.10e-06;3.00e-06;2.80e-06;3.10e-06;2.80e-06;3.00e-06;2.90e-06;3.10e-06;2.90e-06;2.90e-06;3.00e-06;3.10e-06;2.70e-06;3.10e-06;4.80e-07;2.80e-06;3.00e-06;3.20e-06;3.10e-06;3.10e-06;2.80e-06;3.10e-06;;;
61;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;3.00e-02;3.00e+00;8.10e+11;3.50e+06;7.00e-03;00:01;4.00e+00;3.10e+00;3.00e+00;2.80e+00;3.00e+00;2.70e+00;3.00e+00;2.90e+00;3.00e+00;2.90e+00;2.80e+00;2.90e+00;3.10e+00;2.70e+00;3.10e+00;6.30e-01;2.80e+00;2.90e+00;3.10e+00;3.10e+00;3.00e+00;2.80e+00;3.00e+00;;;
62;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;1.00e-01;3.60e-01;1.00e+11;3.20e+05;6.50e-04;00:01;4.40e-01;3.70e-01;3.60e-01;3.40e-01;3.70e-01;3.30e-01;3.60e-01;3.50e-01;3.70e-01;3.50e-01;3.40e-01;3.60e-01;3.70e-01;3.20e-01;3.70e-01;5.90e-02;3.40e-01;3.60e-01;3.80e-01;3.70e-01;3.70e-01;3.40e-01;3.70e-01;;;
63;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;2.00e-01;9.80e-02;2.80e+10;8.50e+04;1.70e-04;00:01;1.20e-01;9.90e-02;9.60e-02;9.10e-02;9.90e-02;8.90e-02;9.60e-02;9.30e-02;9.90e-02;9.40e-02;9.20e-02;9.60e-02;1.00e-01;8.70e-02;1.00e-01;1.60e-02;9.10e-02;9.60e-02;1.00e-01;1.00e-01;9.90e-02;9.10e-02;1.00e-01;;;
64;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;3.00e-01;4.60e-02;1.30e+10;4.00e+04;8.00e-05;00:02;5.50e-02;4.60e-02;4.50e-02;4.30e-02;4.70e-02;4.20e-02;4.50e-02;4.40e-02;4.70e-02;4.40e-02;4.30e-02;4.50e-02;4.70e-02;4.10e-02;4.70e-02;7.30e-03;4.30e-02;4.50e-02;4.90e-02;4.70e-02;4.60e-02;4.30e-02;4.70e-02;;;
65;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;4.00e-01;2.70e-02;7.80e+09;2.40e+04;4.70e-05;00:02;3.30e-02;2.70e-02;2.70e-02;2.50e-02;2.80e-02;2.50e-02;2.70e-02;2.60e-02;2.70e-02;2.60e-02;2.50e-02;2.70e-02;2.80e-02;2.40e-02;2.80e-02;4.30e-03;2.50e-02;2.70e-02;2.90e-02;2.80e-02;2.70e-02;2.50e-02;2.80e-02;;;
66;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;5.00e-01;1.80e-02;5.20e+09;1.60e+04;3.10e-05;00:03;2.20e-02;1.80e-02;1.80e-02;1.70e-02;1.80e-02;1.70e-02;1.80e-02;1.70e-02;1.80e-02;1.80e-02;1.70e-02;1.80e-02;1.90e-02;1.60e-02;1.90e-02;2.90e-03;1.70e-02;1.80e-02;1.90e-02;1.90e-02;1.80e-02;1.70e-02;1.90e-02;;;
67;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;6.00e-01;1.30e-02;3.80e+09;1.10e+04;2.30e-05;00:04;1.60e-02;1.30e-02;1.30e-02;1.20e-02;1.30e-02;1.20e-02;1.30e-02;1.30e-02;1.30e-02;1.30e-02;1.20e-02;1.30e-02;1.40e-02;1.20e-02;1.30e-02;2.10e-03;1.20e-02;1.30e-02;1.40e-02;1.30e-02;1.30e-02;1.20e-02;1.30e-02;;;
68;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;7.00e-01;1.00e-02;2.90e+09;8.70e+03;1.70e-05;00:04;1.20e-02;1.00e-02;9.90e-03;9.30e-03;1.00e-02;9.10e-03;9.90e-03;9.60e-03;1.00e-02;9.70e-03;9.40e-03;9.90e-03;1.00e-02;9.00e-03;1.00e-02;1.60e-03;9.40e-03;9.90e-03;1.10e-02;1.00e-02;1.00e-02;9.40e-03;1.00e-02;;;
69;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;8.00e-01;8.00e-03;2.30e+09;6.90e+03;1.40e-05;00:05;9.60e-03;8.10e-03;7.90e-03;7.40e-03;8.10e-03;7.30e-03;7.90e-03;7.60e-03;8.10e-03;7.70e-03;7.50e-03;7.90e-03;8.20e-03;7.10e-03;8.20e-03;1.30e-03;7.50e-03;7.90e-03;8.40e-03;8.20e-03;8.10e-03;7.50e-03;8.20e-03;;;
70;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;9.00e-01;6.60e-03;1.90e+09;5.70e+03;1.10e-05;00:06;7.80e-03;6.60e-03;6.50e-03;6.10e-03;6.60e-03;5.90e-03;6.40e-03;6.20e-03;6.60e-03;6.30e-03;6.10e-03;6.40e-03;6.70e-03;5.80e-03;6.70e-03;1.00e-03;6.10e-03;6.40e-03;6.90e-03;6.70e-03;6.60e-03;6.10e-03;6.70e-03;;;
71;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;1.00e+00;5.50e-03;1.60e+09;4.70e+03;9.50e-06;00:07;6.60e-03;5.50e-03;5.40e-03;5.10e-03;5.60e-03;5.00e-03;5.40e-03;5.20e-03;5.50e-03;5.30e-03;5.10e-03;5.40e-03;5.60e-03;4.90e-03;5.60e-03;8.60e-04;5.10e-03;5.40e-03;5.80e-03;5.60e-03;5.50e-03;5.10e-03;5.60e-03;;;
72;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;2.00e+00;1.80e-03;5.10e+08;1.50e+03;3.10e-06;00:14;2.10e-03;1.80e-03;1.70e-03;1.60e-03;1.80e-03;1.60e-03;1.70e-03;1.70e-03;1.80e-03;1.70e-03;1.70e-03;1.70e-03;1.80e-03;1.60e-03;1.80e-03;2.80e-04;1.70e-03;1.70e-03;1.90e-03;1.80e-03;1.80e-03;1.70e-03;1.80e-03;;;
73;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;4.00e+00;6.20e-04;1.80e+08;5.30e+02;1.10e-06;00:28;7.40e-04;6.20e-04;6.10e-04;5.70e-04;6.30e-04;5.60e-04;6.10e-04;5.90e-04;6.20e-04;5.90e-04;5.80e-04;6.10e-04;6.30e-04;5.50e-04;6.30e-04;9.70e-05;5.80e-04;6.00e-04;6.50e-04;6.30e-04;6.20e-04;5.70e-04;6.30e-04;;;
74;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;6.00e+00;3.40e-04;9.90e+07;3.00e+02;5.90e-07;00:42;4.10e-04;3.50e-04;3.40e-04;3.20e-04;3.50e-04;3.10e-04;3.40e-04;3.30e-04;3.50e-04;3.30e-04;3.20e-04;3.40e-04;3.50e-04;3.10e-04;3.50e-04;5.40e-05;3.20e-04;3.40e-04;3.60e-04;3.50e-04;3.50e-04;3.20e-04;3.50e-04;;;
75;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;8.00e+00;2.30e-04;6.60e+07;2.00e+02;4.00e-07;00:56;2.80e-04;2.30e-04;2.30e-04;2.10e-04;2.30e-04;2.10e-04;2.30e-04;2.20e-04;2.30e-04;2.20e-04;2.20e-04;2.30e-04;2.40e-04;2.10e-04;2.40e-04;3.60e-05;2.20e-04;2.30e-04;2.40e-04;2.40e-04;2.30e-04;2.10e-04;2.30e-04;;;
76;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;1.00e+01;1.70e-04;4.90e+07;1.50e+02;2.90e-07;01:10;2.00e-04;1.70e-04;1.70e-04;1.60e-04;1.70e-04;1.50e-04;1.70e-04;1.60e-04;1.70e-04;1.60e-04;1.60e-04;1.70e-04;1.80e-04;1.50e-04;1.70e-04;2.70e-05;1.60e-04;1.70e-04;1.80e-04;1.70e-04;1.70e-04;1.60e-04;1.70e-04;;;
77;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;2.00e+01;6.80e-05;2.00e+07;5.90e+01;1.20e-07;02:21;8.20e-05;6.90e-05;6.70e-05;6.30e-05;6.90e-05;6.20e-05;6.70e-05;6.50e-05;6.90e-05;6.60e-05;6.40e-05;6.70e-05;7.00e-05;6.10e-05;7.00e-05;1.10e-05;6.40e-05;6.70e-05;7.20e-05;7.00e-05;6.90e-05;6.40e-05;7.00e-05;;;
78;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;4.00e+01;2.90e-05;8.30e+06;2.50e+01;4.90e-08;04:42;3.40e-05;2.90e-05;2.80e-05;2.70e-05;2.90e-05;2.60e-05;2.80e-05;2.70e-05;2.90e-05;2.80e-05;2.70e-05;2.80e-05;3.00e-05;2.60e-05;2.90e-05;4.50e-06;2.70e-05;2.80e-05;3.00e-05;2.90e-05;2.90e-05;2.70e-05;2.90e-05;;;
79;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;6.00e+01;1.70e-05;5.00e+06;1.50e+01;3.00e-08;07:04;2.10e-05;1.80e-05;1.70e-05;1.60e-05;1.80e-05;1.60e-05;1.70e-05;1.70e-05;1.80e-05;1.70e-05;1.60e-05;1.70e-05;1.80e-05;1.60e-05;1.80e-05;2.70e-06;1.60e-05;1.70e-05;1.80e-05;1.80e-05;1.80e-05;1.60e-05;1.80e-05;;;
80;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;2.36e+00;D;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;7.30e+00;1.00e-03;8.00e-04;5.00e-04;2.90e+00;3.30e+00;;8.00e+01;1.20e-05;3.60e+06;1.10e+01;2.10e-08;09:25;1.50e-05;1.20e-05;1.20e-05;1.10e-05;1.30e-05;1.10e-05;1.20e-05;1.20e-05;1.20e-05;1.20e-05;1.20e-05;1.20e-05;1.30e-05;1.10e-05;1.30e-05;1.90e-06;1.20e-05;1.20e-05;1.30e-05;1.30e-05;1.20e-05;1.10e-05;1.30e-05;;;
81;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;3.00e-02;5.20e+00;9.90e+11;1.20e+07;2.50e-02;00:01;1.00e+01;6.00e+00;5.00e+00;5.00e+00;5.10e+00;4.70e+00;5.00e+00;4.80e+00;5.20e+00;5.10e+00;4.90e+00;5.00e+00;5.20e+00;4.50e+00;5.40e+00;2.10e+00;5.00e+00;5.00e+00;5.20e+00;5.10e+00;5.10e+00;5.10e+00;5.10e+00;;;
82;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;1.00e-01;1.10e+00;3.10e+11;1.10e+06;2.10e-03;00:01;1.40e+00;1.10e+00;1.10e+00;1.00e+00;1.10e+00;1.00e+00;1.10e+00;1.10e+00;1.10e+00;1.10e+00;1.00e+00;1.10e+00;1.10e+00;9.90e-01;1.10e+00;1.90e-01;1.00e+00;1.10e+00;1.20e+00;1.10e+00;1.10e+00;1.00e+00;1.10e+00;;;
83;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;2.00e-01;3.00e-01;8.60e+10;2.70e+05;5.30e-04;00:01;3.60e-01;3.00e-01;3.00e-01;2.80e-01;3.00e-01;2.70e-01;3.00e-01;2.90e-01;3.00e-01;2.90e-01;2.80e-01;2.90e-01;3.10e-01;2.70e-01;3.10e-01;4.90e-02;2.80e-01;2.90e-01;3.20e-01;3.10e-01;3.00e-01;2.80e-01;3.10e-01;;;
84;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;3.00e-01;1.40e-01;3.90e+10;1.20e+05;2.40e-04;00:02;1.70e-01;1.40e-01;1.40e-01;1.30e-01;1.40e-01;1.20e-01;1.40e-01;1.30e-01;1.40e-01;1.30e-01;1.30e-01;1.30e-01;1.40e-01;1.20e-01;1.40e-01;2.20e-02;1.30e-01;1.30e-01;1.40e-01;1.40e-01;1.40e-01;1.30e-01;1.40e-01;;;
85;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;4.00e-01;7.90e-02;2.30e+10;6.90e+04;1.40e-04;00:03;9.50e-02;8.00e-02;7.80e-02;7.30e-02;8.00e-02;7.20e-02;7.80e-02;7.50e-02;8.00e-02;7.60e-02;7.40e-02;7.80e-02;8.10e-02;7.10e-02;8.10e-02;1.30e-02;7.40e-02;7.70e-02;8.30e-02;8.10e-02;8.00e-02;7.40e-02;8.00e-02;;;
86;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;5.00e-01;5.20e-02;1.50e+10;4.50e+04;9.00e-05;00:04;6.20e-02;5.20e-02;5.10e-02;4.80e-02;5.20e-02;4.70e-02;5.10e-02;4.90e-02;5.20e-02;5.00e-02;4.80e-02;5.10e-02;5.30e-02;4.60e-02;5.30e-02;8.20e-03;4.80e-02;5.10e-02;5.50e-02;5.30e-02;5.20e-02;4.80e-02;5.30e-02;;;
87;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;6.00e-01;3.70e-02;1.10e+10;3.20e+04;6.40e-05;00:05;4.40e-02;3.70e-02;3.60e-02;3.40e-02;3.70e-02;3.30e-02;3.60e-02;3.50e-02;3.70e-02;3.50e-02;3.40e-02;3.60e-02;3.80e-02;3.30e-02;3.80e-02;5.80e-03;3.40e-02;3.60e-02;3.90e-02;3.80e-02;3.70e-02;3.40e-02;3.70e-02;;;
88;;;;;;0.00e+00;3.00e+00;1.95e+02;SSW;1.71e+00;E;1.50e+00;None;1.00e+01;3.33e-04;All;1.00e-02;2.20e+01;1.00e-03;8.00e-04;5.00e-04;5.50e+00;6.50e+00;;7.00e-01;2.80e-02;7.90e+09;2.40e+04;4.80e-05;00:06;3.30e-02;2.80e-02;2.70e-02;2.60e-02;2.80e-02;2.50e-02;2.70e-02;2.60e-02;2.80e-02;2.70e-02;2.60e-02;2.70e-02;2.80e-02;2.50e-02;2.80e-02;4.40e-03;2.60e-02;2.70e-02;2.90e-02;2.80e-02;2.80e-02;2.60e-02;2.80e-02;;;
